word,embedding
param,"[ 3.6805216e-03 -4.2221565e-03 -6.5851334e-04 -1.2703709e-03
 -2.3464002e-03  9.9380245e-04 -3.3569527e-03 -4.5273998e-03
 -4.8472011e-03  3.3656582e-03  2.1154813e-03 -1.2510439e-03
 -1.6076666e-03  1.9083665e-03  3.1547733e-03 -2.4321277e-03
 -4.3183658e-03 -4.3088873e-03  1.0464848e-03  4.2220094e-04
 -2.6355248e-03  2.8363008e-03  2.6608303e-03  4.1586319e-03
  7.3734036e-04  3.7706022e-03  2.6839178e-03  2.2125202e-03
  1.2647852e-04 -2.0960404e-03 -3.5131660e-03 -1.9904301e-03
  1.9923528e-03  2.1501773e-03  5.0791991e-03 -3.4019426e-03
 -4.3944889e-03  1.6036873e-03  3.5770377e-03 -4.2477325e-03
 -8.9322496e-04  3.9313428e-04 -1.0943073e-04 -4.3135136e-03
  1.9163715e-03  1.2755243e-03  3.8201232e-03 -2.6132066e-03
  2.0334609e-04  2.3929114e-03  7.0869835e-04 -4.6052807e-03
  1.2339951e-03 -4.8062898e-04 -4.3293945e-03  3.8349029e-04
  5.1456466e-03  1.1026652e-03 -2.4409937e-03 -4.8755761e-03
 -1.4398419e-03 -2.1085902e-03 -1.8779654e-05  1.3423308e-03
 -1.7704590e-03 -2.9030321e-03  4.8900833e-03 -3.7157675e-03
  7.3130295e-04 -2.4633701e-03  1.3259824e-03  2.8770207e-04
 -3.9623040e-03  4.6797302e-03  7.4287743e-04  1.9851814e-03
 -4.7344984e-03  4.4433209e-03  4.2021656e-03  8.3445589e-04
  5.7624525e-04  8.2278700e-04  3.0762950e-04 -3.2272581e-03
  4.1067819e-03 -3.7693835e-04 -6.5643457e-04  9.9192001e-04
  1.3882306e-03  1.6353632e-03 -3.3127150e-04 -4.7125886e-03
  4.3118694e-03  1.8741115e-04 -2.1534644e-03 -4.7392258e-03
  5.4824469e-04  3.5659792e-03  3.4049389e-04 -3.6872826e-03]"
vir,"[ 8.9269556e-04 -1.4163465e-03 -4.3813228e-03  3.5106370e-03
  3.4499348e-03  1.9511096e-03  3.2337112e-03  2.5523778e-03
 -8.9270610e-04  3.4923560e-03  2.2631644e-03  4.8760962e-04
 -4.5635882e-03 -3.9336062e-03  2.5092971e-03 -1.5476397e-03
 -2.1556311e-03  1.3375552e-03 -2.7160451e-03 -2.3257155e-03
  2.1074049e-03 -3.3485496e-03 -9.1487606e-04 -1.1119352e-04
 -4.5711701e-03 -2.3552873e-03 -2.0520175e-03  2.2944279e-03
 -1.0808958e-03  4.7322414e-03 -3.8574361e-03 -8.5480622e-04
 -1.3040460e-03  3.6754468e-03 -1.1681523e-03  1.0125828e-03
 -3.3879029e-03 -2.2413076e-03  3.8018094e-03 -3.4877181e-03
  3.6780501e-03 -1.7704343e-03  2.9352922e-03  4.6059419e-03
  3.8472705e-03 -2.5328551e-03  7.9699128e-04 -3.0297493e-03
 -2.7170521e-03  1.4587520e-03  4.7101709e-03  4.5912066e-03
 -1.9263276e-03 -4.2174975e-03  8.3189638e-04  3.9150417e-03
  3.0482712e-03 -4.2732190e-03 -4.7372831e-03  4.7074067e-03
  2.5995097e-03  2.5593652e-03  2.1798110e-03 -3.4312929e-03
  1.9396349e-03 -1.3758942e-03  1.3256771e-03  2.4580339e-04
  1.1262946e-03 -1.9504759e-04  1.7236555e-03  4.4222740e-03
  3.5292131e-03  2.9087623e-04 -3.9874734e-03  1.9915993e-03
  2.9153263e-04 -7.1236008e-04  1.9604522e-03  3.7299730e-03
  4.4830884e-03 -4.1794018e-03 -3.6422131e-03 -5.1657451e-05
 -9.8591438e-04 -3.5347063e-03  2.5304614e-03  3.2874357e-03
 -1.8162949e-03  5.3524354e-04  1.9933006e-03 -2.4703084e-03
 -4.1027539e-03  3.1732759e-03 -4.9602487e-03 -3.5060390e-03
  4.6904618e-03  1.5731934e-03 -3.5422812e-03  1.4665793e-03]"
chakra,"[-2.36853445e-03 -2.98859319e-03 -1.69661158e-04 -7.07529689e-05
 -2.68955133e-03  2.40367022e-03 -2.56047281e-03 -2.04234966e-03
  2.89698830e-03  4.57230583e-03  2.43226415e-03 -4.74632531e-03
 -4.54206159e-03 -7.18577183e-04 -4.28726524e-03 -2.38165166e-03
  4.71729832e-03  3.82592715e-03 -1.48482458e-03  6.44291344e-04
 -3.81021854e-03 -4.25611157e-03 -8.59858526e-04 -2.04398762e-03
 -4.75070858e-03  2.95445160e-03  1.02307601e-03 -2.44919979e-03
  3.29480506e-03  3.50098475e-03 -3.86780547e-03  1.76252576e-03
  1.72443199e-03  1.43823636e-04 -3.61506850e-03  1.66880724e-03
  2.78335204e-03 -5.16377215e-04  4.77636838e-03 -2.06920155e-03
  3.01803835e-03 -3.88919236e-03  3.46650428e-04  4.34535369e-03
  2.74250633e-03 -3.81643156e-04 -7.89140759e-04 -3.72820115e-03
 -1.49512687e-03 -3.37800058e-03  1.32248935e-03  4.96390458e-05
 -5.08335046e-03 -1.09986705e-03 -2.62392918e-03  1.06933608e-03
  3.54821328e-03 -4.57238639e-04 -2.90866708e-03  3.57662980e-03
  1.51590898e-03  1.54284737e-03  1.45630317e-03  1.94101559e-03
  2.56775878e-03  5.03827352e-03 -3.48721794e-03  3.86060029e-03
 -2.94541381e-03 -4.51240083e-03  1.08799932e-03  2.09167134e-03
 -4.91490704e-04  1.59645802e-04  3.94358486e-03  3.29377176e-03
  1.06363215e-04  9.38009238e-04  4.50466480e-03 -3.02431453e-03
  4.58195992e-03 -4.83030417e-05  1.59372087e-03 -2.99091404e-03
  4.54960484e-03  3.61004990e-04 -1.47351413e-03 -1.82785443e-03
  1.96636282e-03 -3.39291152e-03  4.04479541e-03  3.41168302e-03
  4.59523778e-03 -2.44852575e-03 -3.27956327e-03 -2.86783604e-03
 -2.50698160e-03  2.94318976e-04  2.39127292e-03 -7.10573397e-04]"
awardees,"[ 7.94539446e-05  1.35659543e-03 -4.77539515e-03 -2.05293018e-03
  6.91673951e-04 -4.73458506e-03  1.91809877e-03  4.68922895e-04
  1.30346220e-03 -2.12920271e-03 -1.63515250e-03  1.58610777e-03
 -9.49857989e-04 -1.00333570e-03 -2.50505749e-03  4.82413080e-03
 -1.29562931e-03  2.26007705e-03  1.02017634e-03 -3.87358340e-03
 -4.45766724e-04 -2.34824326e-03  1.37045130e-03  3.93282669e-03
  4.59094392e-03  4.87310666e-04 -1.00558775e-03  4.09638416e-03
 -4.96002752e-03  5.32506034e-04  3.18410993e-03 -2.93673715e-03
 -2.76919687e-03 -4.48977388e-03 -2.30963202e-03 -5.00331772e-03
 -3.45062721e-03 -8.11835227e-04  1.74012326e-03 -1.05917477e-03
 -1.41005940e-03 -6.50899310e-04 -2.40004272e-03  1.00283499e-03
  9.16197838e-04 -1.02644775e-03  1.36916258e-03  2.61618709e-03
  2.58769048e-03  1.90344895e-03  2.86810612e-03 -3.11817508e-03
  1.31233933e-03  5.09822229e-03  4.45727026e-03  4.41822177e-03
 -1.01829146e-03  2.79242708e-03 -3.57476738e-03  2.43058964e-03
  2.12341407e-03  1.21600239e-03 -3.83449928e-03  1.81576260e-03
  1.43997313e-03 -7.78382237e-04  2.53791921e-03  2.41081900e-04
 -2.58873589e-03 -1.16558629e-03 -3.11763422e-03  3.12589249e-03
  1.53583742e-03 -2.74440064e-03 -4.26697498e-03 -4.36786795e-03
 -4.01636702e-04  1.10910914e-04  1.50559854e-03 -3.78346443e-03
  3.45969922e-03  9.45002015e-04  7.95464439e-04 -3.49294394e-03
 -4.73681284e-04 -2.98990682e-03 -2.84473062e-03  6.33277465e-04
  3.38096637e-04  4.56078257e-03  3.98245966e-03  1.82585057e-03
  3.30088893e-03 -3.57670663e-03 -2.65609892e-03  3.03819333e-03
  2.96663283e-03 -1.69643841e-03  3.96878691e-03 -3.31634819e-03]"
fill,"[ 2.7123797e-03 -3.2578076e-03 -4.1399919e-03 -9.0918905e-04
  4.0432147e-04  2.4242301e-03  8.7973935e-04 -8.5316060e-06
 -7.4058812e-04  1.6311874e-03 -4.7326982e-03 -1.4627310e-03
  4.8459414e-04 -1.8716167e-03 -4.1087628e-03  3.6643799e-03
  1.7059204e-03  3.2489817e-03  3.1207625e-03  2.3491003e-03
  2.3418216e-03 -4.1104518e-03  4.1479915e-03  4.2353142e-03
  2.6974666e-03  4.1216048e-03  3.5898059e-03  3.6642156e-04
  4.1072853e-03  2.3884624e-03  8.0377050e-04 -3.4926734e-03
 -4.8835442e-04  2.2608282e-03 -2.6732713e-03 -1.6917024e-03
  2.6896321e-03  4.7537112e-03  4.3970980e-03  1.4402877e-03
 -4.6844231e-03 -4.1572950e-03  7.9069963e-05 -1.7688288e-03
 -1.7121371e-03 -4.3728552e-03 -2.2783359e-03  3.0241271e-03
 -2.7176822e-04  9.2538970e-04 -4.4005346e-03  8.6437754e-04
  6.3632726e-04 -7.3474291e-04 -4.0336750e-03 -4.3308381e-03
  1.3474008e-03  2.2299834e-04  1.7699483e-03  1.0619020e-03
 -4.0137158e-03  5.8912474e-04  4.9379417e-03 -3.9433460e-03
  3.0934867e-03  5.8803707e-04  3.8356404e-04 -2.0944686e-03
 -2.6837699e-03 -4.6188096e-03  4.6522957e-03 -3.9445148e-03
  3.3810607e-03  2.5863515e-03  1.6757576e-03 -1.2655606e-04
  4.7645890e-03 -3.8558701e-03 -2.6241424e-03  2.7452772e-03
  3.8905547e-03 -4.4541834e-03  2.6242327e-04 -2.7039761e-03
  4.4942833e-03  4.2859581e-03 -1.5221767e-03 -4.7252313e-03
  4.7197859e-03  2.5066888e-04  4.8578018e-03 -2.5441409e-03
  3.5697625e-03 -2.9748904e-03  2.2053367e-03 -4.7219550e-04
 -1.4773693e-03 -2.8821963e-03  4.7128729e-04 -1.8844595e-03]"
heart,"[-1.9068182e-03 -1.2854572e-03 -1.9076173e-03 -1.3107302e-03
 -7.7741541e-04  9.4924209e-04 -1.0581963e-03 -2.4349252e-03
  5.0203023e-03  1.9100568e-03  4.9149669e-03  3.7338221e-03
 -2.1448301e-03 -2.7297006e-03 -2.4651671e-03 -4.2987335e-03
  4.7773938e-03 -4.1722474e-03 -1.7990177e-03  1.7526153e-03
 -3.2984938e-03 -3.7757345e-03  4.4495326e-05  1.3533396e-03
  4.4289427e-03 -2.1957986e-03 -3.7704464e-03 -2.2953476e-03
  3.7887322e-03  4.0987222e-03 -3.1364867e-03  1.8547828e-03
  4.3463670e-03 -4.2183176e-03  7.2248408e-04 -2.4429657e-03
 -4.9056895e-03  3.8030273e-03  3.5200967e-03 -4.6648039e-03
 -4.2993212e-03 -3.3735093e-03 -2.1626367e-03  2.7470621e-03
 -1.0099888e-03  4.2869751e-03 -5.0519616e-03  4.7280905e-03
  2.0431257e-03 -3.9711422e-03  4.6350542e-03  7.2801643e-04
  3.3255173e-03 -8.2040409e-04 -1.6057679e-03 -1.9933768e-03
  3.8520221e-03  2.6380343e-03  2.3703736e-03  2.8971520e-03
 -2.8215253e-03 -3.0584042e-03  1.1763886e-03  4.3415776e-03
 -1.0101262e-03 -9.9475193e-04  1.1971600e-03  3.1973196e-03
  4.6968441e-03 -3.3688426e-03  4.2634783e-03  3.4320698e-04
 -3.0438974e-03 -2.3729296e-03  1.7370383e-03 -7.8291440e-04
  6.4385320e-05  4.0529743e-03 -2.8146795e-04 -2.5581201e-03
 -2.0366346e-03 -3.1961787e-03  9.6884434e-04  2.2345635e-03
 -2.0751384e-05 -1.4259606e-03  4.8586642e-03  3.4959821e-03
 -7.7425136e-04  4.1739116e-03  3.6510620e-03 -3.7324876e-03
 -1.7034797e-03  2.3058385e-03  3.3295830e-03 -4.0907627e-03
 -4.1840565e-03  3.8956322e-03 -2.1437136e-03 -4.2264438e-03]"
every,"[-1.0466004e-03 -1.5686830e-03  3.3443845e-03 -4.2154687e-03
  1.1748679e-03  3.2848243e-03  3.4020345e-03 -2.6352957e-03
  1.9557606e-03 -1.2441973e-03 -6.9954607e-04 -3.4735906e-03
  3.4214924e-03  3.3558886e-03  8.2562619e-04  1.9276121e-03
 -3.7590296e-03 -1.9446098e-03 -4.2752745e-03 -4.2733806e-03
  4.0984913e-03  7.7941164e-04  4.9479506e-03  3.9606425e-03
 -5.9892461e-03 -4.0446268e-04  3.5014101e-03 -4.5909761e-03
  1.2629748e-03 -1.6046985e-03 -2.7218605e-03  5.0980989e-03
 -2.6737838e-03  6.2972633e-04 -2.1751854e-04 -2.7688241e-03
 -3.1649789e-03 -2.4795167e-03 -1.4949758e-03  4.6308748e-03
  1.1360461e-03 -4.8576510e-03  4.7528534e-03  4.5989603e-03
  2.0607344e-03  3.1064101e-03  4.2060838e-04  3.0806134e-03
 -5.4607296e-04 -3.1539183e-03 -3.6820583e-03 -1.8341370e-03
  3.5565586e-03  4.6933666e-03 -3.1593239e-03  1.3963518e-03
  8.2848058e-04  1.6851138e-03  5.3880406e-03 -3.2246139e-04
  4.5744344e-03 -4.0016808e-03 -2.8405287e-03 -5.7012169e-03
  6.8336236e-04 -3.0928737e-04  4.9798414e-03 -5.3520077e-03
 -1.5939781e-03  3.2363813e-03  8.0447469e-04  3.6780776e-03
  2.4326902e-03 -3.4795275e-03 -2.9523592e-03 -5.8830239e-05
 -2.6072850e-03 -3.2969800e-04 -3.0600722e-03 -9.9302735e-04
  2.3553972e-03 -1.4801242e-03 -4.4451952e-03 -1.6359666e-04
 -2.9775975e-03  4.3672863e-03  4.6316693e-03 -3.1951149e-03
 -1.6258420e-04  1.8906819e-03 -4.3826965e-03  5.0170193e-03
 -4.1606603e-03 -2.5035990e-03  4.0891990e-03  2.4160729e-03
 -1.9767720e-03 -1.2405504e-03 -1.9529772e-03  1.7347463e-03]"
indian,"[ 4.6709897e-03 -2.8123565e-03 -5.4511260e-03 -3.1871672e-03
 -2.1484166e-03  4.2706961e-03  2.5139777e-03  2.3690381e-03
 -3.1907221e-03  2.8874332e-03 -7.5508381e-04  3.9817956e-03
  3.9049417e-03 -4.4689439e-03 -3.0321497e-03  3.7776001e-03
 -2.9691602e-03  3.5233980e-03  2.8405711e-03 -4.0734187e-03
  4.0019089e-03 -1.4299165e-03 -1.2498274e-03  3.6461097e-03
  2.7281202e-03 -3.4952154e-03 -2.2172690e-03 -4.7276079e-04
 -3.4496651e-03 -7.2564674e-04 -3.1240197e-04  2.7993933e-04
  6.5971543e-03 -2.0939992e-03  5.6346790e-03 -1.9484982e-04
  3.6665685e-03 -5.2862191e-03 -1.8291464e-03 -9.4840681e-04
  3.2916577e-03  1.9502672e-03  4.0274537e-03  1.3422853e-03
  3.1514547e-03  1.3014465e-04 -2.8950340e-04  1.1355034e-03
 -2.6054593e-04 -1.7149288e-03 -6.4287614e-03 -4.3708077e-03
 -1.8687527e-04 -1.0326661e-03  4.5640562e-03 -4.7033795e-04
  3.9235165e-05  3.5688058e-03 -6.4094045e-04  1.0889727e-03
  3.4446171e-03 -4.4924696e-03 -3.5694607e-03 -2.9511619e-03
  3.8220410e-03 -2.2148006e-03 -2.5544136e-03  1.7682649e-04
  1.7967115e-03 -4.2330632e-03  2.9386249e-03  5.1340759e-03
  3.6498995e-03  1.5441736e-03 -3.0255669e-03  3.8831837e-03
 -1.2224229e-04 -5.8057252e-03 -3.6312658e-03  7.4438046e-04
 -7.9322769e-04 -4.2111389e-03  1.5056137e-05  2.6594971e-03
 -3.0001176e-03 -5.2794726e-03  3.6864772e-03  4.4026175e-03
  4.2701033e-03 -3.1612548e-03  9.2720357e-04  1.5387941e-03
 -2.7802952e-03 -9.2833536e-04 -3.0196246e-03  2.7314327e-03
 -2.5838574e-03  5.7287039e-03  6.1227923e-04 -3.3350002e-03]"
with,"[ 1.3556594e-03 -7.7286287e-04 -2.6064375e-03  3.2469672e-03
  5.0350139e-03  3.6327678e-03 -2.3481187e-03 -5.0719413e-03
  1.2911504e-04 -4.9231475e-04  1.7248612e-04  1.6135750e-03
  7.3135346e-03 -1.3149809e-03  4.7587506e-03 -8.3515910e-04
  9.3018776e-04 -9.6374383e-04  5.5072862e-03  2.5560849e-03
  2.1269778e-04 -3.1763379e-04 -8.7015692e-04  5.6671019e-04
 -7.8288782e-03 -2.8736060e-03  1.3987628e-03 -2.6509953e-03
  3.9252581e-04  2.0331268e-04 -3.6374626e-03  3.8290538e-03
  9.0342324e-04 -6.7089725e-04  7.2309871e-05  7.0105965e-04
  2.0573856e-04 -2.0499683e-03 -5.5598384e-03 -2.3034487e-03
  8.2148528e-03 -6.1998121e-03 -1.9443718e-03 -4.0398799e-03
  1.2174173e-03  6.1053224e-03 -4.9004643e-03  2.7430928e-03
 -5.3842007e-03  4.5578117e-03 -3.5128405e-03 -4.5498693e-03
 -2.0267207e-03 -2.7148335e-03  5.0369343e-03  3.8825907e-03
 -2.2387831e-03  2.9498278e-03  1.7216961e-03 -4.4624318e-05
 -4.6082903e-03 -4.4074031e-03 -4.8312484e-03 -6.0003297e-03
  2.5708526e-03 -2.0197278e-03  6.3614016e-03 -1.0427624e-03
 -6.5006647e-04 -4.5202635e-03  2.8837376e-04  2.1442375e-03
  2.0782037e-03  1.5529488e-03  5.7136477e-04 -7.3892425e-04
 -6.2333228e-04  9.7877975e-04  3.3755610e-03  6.0691643e-03
 -2.0120842e-03  3.4931593e-04 -3.8631461e-03 -5.0289966e-03
  8.1569684e-04 -3.2440005e-04  5.8710808e-04 -4.4748704e-03
  8.1397826e-03  3.7157377e-03 -3.0526307e-03  3.1903579e-03
 -2.3086690e-03  3.8635646e-04 -2.2674799e-03  5.3084479e-03
 -5.0739627e-03 -3.4837213e-03 -5.3465259e-03  8.4207917e-04]"
pride,"[-4.00749175e-03 -1.20533630e-03 -1.24812755e-03 -4.41294443e-03
  4.94905934e-03  3.15010897e-03  3.97655461e-03 -1.48663926e-03
  2.38330872e-03  5.10672387e-03 -4.32221568e-04  2.16048374e-03
  5.02005965e-03  1.18843796e-04 -4.25300933e-03  4.42479597e-03
 -1.80570770e-03 -4.29771096e-03  4.52872645e-03  4.70446795e-03
  2.49362056e-04 -1.15967588e-03 -4.40271059e-03 -2.19345815e-03
 -2.35929503e-03  2.53625843e-03 -1.01315777e-03 -2.87273456e-03
  3.11651034e-03 -3.27045354e-03  3.46012181e-03 -2.64691375e-03
  1.86109636e-03  2.24169903e-03  4.17835917e-03 -4.88857785e-03
 -4.89422772e-03 -5.07358322e-03  1.96811408e-04 -1.93394476e-03
 -4.01254772e-04 -2.63808784e-03  4.19827923e-03  4.66106081e-04
 -1.85584498e-03  4.03757673e-03  3.72112542e-03 -2.09320034e-03
  1.89571746e-03  4.57863975e-03 -3.97392362e-03 -1.41601544e-03
  2.35472131e-03  1.53923803e-03  4.33709426e-03  4.34494810e-03
 -2.17394647e-03 -1.79325521e-03 -2.87795486e-03  1.15263893e-03
 -8.70530552e-04 -3.81304580e-03  1.95977418e-03  1.39152558e-04
  2.93942378e-03 -4.24340181e-03  5.06068394e-03  4.75016562e-03
  1.19556884e-04  3.81216221e-03 -3.28502082e-03 -2.06764904e-03
 -4.35963739e-03  3.03799007e-03  1.61066686e-03  1.63472537e-03
 -3.33653018e-03  4.67410155e-06 -2.25360249e-03 -2.62577931e-04
  1.73257792e-03  2.63325498e-03 -4.02092515e-03 -2.26670550e-03
 -9.13406664e-04  3.19648115e-03  4.38809441e-03  1.84010179e-03
 -4.21562558e-03 -4.72219428e-03 -8.64205591e-04 -4.39620158e-03
 -1.81902293e-03 -4.28685360e-03 -1.71138509e-03 -3.04626790e-03
  1.87372102e-03  2.72963406e-03  3.45474295e-03 -4.18220880e-04]"
.,"[ 0.01076826  0.00827644 -0.00298729  0.00304499  0.00527956  0.00158278
 -0.00657549 -0.00110258  0.00191218  0.00802337 -0.00485121  0.00046479
  0.01138993  0.00233838 -0.00249433 -0.00779425  0.00667176 -0.00753598
  0.00324433  0.00426908  0.00069677  0.00291328 -0.00079341  0.0037818
 -0.00472942 -0.00631404 -0.00281583  0.00613445 -0.00109076 -0.00524197
  0.00056347  0.00050956  0.00993713 -0.00097104 -0.00063445 -0.0004874
  0.00063464 -0.00065731 -0.00266019  0.00942194  0.00556552 -0.00313696
  0.00423744 -0.00260442 -0.00651476  0.0031766   0.00079548  0.0088198
 -0.00453907  0.00529285 -0.00258375 -0.00069709 -0.0046318   0.00051977
  0.01047857  0.00131913  0.00695492 -0.00362186  0.00799334 -0.00721808
  0.00141613  0.0020856  -0.00046535 -0.01093338  0.00493928 -0.00090447
  0.011195   -0.00961268 -0.00153499 -0.00913788  0.0019374  -0.00016776
  0.00681517 -0.00400807  0.00051287  0.00392724 -0.00412079 -0.00942014
 -0.00414503  0.00687882 -0.00552362 -0.0043487  -0.0127766   0.00205063
  0.00484227 -0.0070381   0.00550891  0.00108401  0.01185721  0.00279652
  0.00327659  0.00507327 -0.00559778 -0.00957208 -0.00300537  0.01121781
 -0.00162577 -0.00157992  0.00089052 -0.00245436]"
twitter.com/i/broadcasts/1…,"[ 2.7226461e-03  6.1187602e-04  2.4404130e-03  9.9235657e-04
 -2.6473564e-03  4.8404392e-03  5.4460485e-04  3.6174251e-04
  3.2504008e-03 -8.1840070e-04  2.7812787e-03  4.1087596e-03
  5.4489757e-04 -2.7720602e-03 -4.4438797e-03 -2.7213786e-03
  3.4760002e-03  3.6041243e-03  1.7986661e-03 -2.9882588e-03
  1.5674294e-03  2.5428734e-03  3.4764097e-03 -3.4512572e-03
 -3.7223757e-03 -1.5782495e-04  3.3278347e-03 -7.0975773e-04
 -4.3355091e-03 -9.0178748e-04  1.1295486e-03  4.1162409e-03
 -3.0302284e-03 -5.3264671e-03 -1.0904934e-03  1.5682082e-03
  3.9345524e-03  8.8711426e-04  8.3016686e-04  5.2246237e-03
  3.0693768e-03 -3.1446458e-03 -3.3472173e-03 -1.6262124e-03
 -2.3734292e-03  4.7263796e-03  1.1080441e-03 -2.6100308e-03
 -9.7165187e-04 -1.7895107e-04 -3.0367535e-03  8.9379301e-04
 -5.0758887e-03  2.2386331e-03  5.7890015e-03 -2.0330180e-03
 -1.2523039e-03  3.9687860e-03 -2.7484486e-03  3.7319046e-03
 -4.5865029e-03 -2.8560515e-03 -4.7647618e-03  2.8390551e-03
  1.3523723e-03 -1.4429759e-03 -2.2511161e-03  7.3332182e-04
  4.4950135e-03  3.0963656e-03  3.7233988e-03 -4.1370204e-05
 -9.2334207e-04 -3.4396946e-03 -1.4985161e-03  1.6511207e-03
 -9.8359189e-04  8.1913626e-05  1.8815888e-03  4.3162312e-03
 -4.7344710e-03  2.5265871e-03  2.2868533e-03 -1.9045206e-03
 -4.7211247e-03 -5.0111567e-03  2.1124429e-03 -4.1399663e-03
  4.3925783e-03 -3.6658417e-04 -3.0256226e-03 -1.8559738e-05
 -3.2869782e-03 -3.2904814e-03  4.0107835e-03  2.3845192e-04
  3.5385482e-03  4.5840116e-03 -3.7552621e-03 -1.2691304e-03]"
remembering,"[-1.0579800e-03 -3.8797883e-03  1.4750567e-03  3.4149403e-03
 -1.9339201e-03 -7.7199825e-04  9.5747685e-04 -4.3550637e-03
 -1.3635418e-03 -4.1559171e-03 -2.3063940e-03  4.2927705e-04
 -4.1803266e-03  4.9050320e-03 -4.9316832e-03  3.3337481e-03
 -3.4182759e-03  4.5192251e-03 -4.9241246e-03  3.4281011e-03
 -4.6982101e-04 -3.5797930e-03  3.1274767e-03 -8.6382352e-04
 -4.6231966e-03  3.0155154e-03 -3.1154309e-03 -1.1319645e-03
 -4.4087018e-03 -3.9800938e-04 -4.2510172e-03  3.8656737e-03
 -9.7557082e-04  2.6070324e-03 -2.1734082e-03  4.8666745e-03
 -2.9119388e-03 -4.6155900e-03 -4.6844350e-05  2.9528637e-03
 -9.6562505e-04 -2.5715372e-03  3.7815695e-05  5.3617224e-04
  3.0970487e-03 -3.1463916e-03  4.7775046e-03  3.3562128e-03
  1.1715598e-04 -4.4092801e-03 -3.1065890e-03 -2.8797148e-03
 -6.2037626e-04 -2.0363606e-03  2.2813494e-03  4.0662144e-03
 -4.4209235e-03  4.7720977e-04  3.0340576e-03  4.7238735e-03
 -2.3726949e-03  4.0606470e-03 -6.9624651e-04  1.6242716e-03
 -2.8062289e-04 -3.9142520e-05  3.8347933e-03  1.5064471e-03
  3.1253744e-03  4.0992377e-03 -7.7139790e-04 -2.4490191e-03
 -2.3766081e-03  2.9734813e-03 -3.8138074e-03 -4.5728856e-03
  1.4427771e-03  1.9555446e-03 -1.1101983e-03  2.3293473e-04
  7.6249533e-04 -3.1320071e-03  2.7043452e-03 -1.0830355e-03
 -3.1149685e-03  1.9163747e-03 -1.1301823e-03 -1.8958668e-03
  3.5769474e-03  3.1845984e-03 -4.8009893e-03  4.3285834e-03
 -3.8740195e-03 -4.0311054e-03  2.4950411e-03  6.6183484e-04
  2.8419292e-03 -1.8839155e-04  4.8454540e-04  3.5039084e-03]"
balasaheb,"[ 4.9023042e-03 -1.5379165e-03 -4.8187184e-03 -4.1396059e-05
 -2.4190536e-03  1.0657900e-03  2.0961629e-03  1.0412929e-03
  3.2899436e-03  4.9195634e-03 -3.2856876e-03  1.8180801e-03
 -4.1138032e-03 -1.0263307e-03  1.6621611e-03  1.8859864e-03
  4.9336655e-03  2.7441327e-03  4.3040104e-03  2.5092484e-03
 -2.1718165e-03  6.3118892e-04 -3.7542542e-03 -1.3829014e-03
  2.5779614e-03 -1.7433909e-03 -9.1029250e-04 -2.3966082e-03
  1.7925871e-03 -3.3831338e-03 -9.5456751e-04 -7.1815570e-04
  5.1325075e-03 -3.4197895e-03  1.1831529e-03  1.1978576e-04
  1.2803475e-03 -4.2369557e-03  4.7088815e-03 -1.0151033e-03
  2.0026547e-04 -2.5138236e-03 -7.2394876e-05  4.1415351e-03
  1.5401751e-03  2.6960573e-03 -3.2534164e-03 -7.1274600e-04
  2.3534598e-03 -1.2630823e-03 -1.6464284e-03  2.1688084e-03
 -4.1985381e-03  4.1242270e-03  4.8041749e-03  4.2490615e-03
  6.2233198e-04 -1.9757396e-03 -1.4409570e-03 -4.5533753e-03
 -4.7224644e-03 -4.0389458e-03  1.6294073e-04 -5.1029092e-03
  2.5909108e-03 -4.8865462e-03  3.6950381e-03 -1.6473377e-03
  2.6778223e-03  1.3178537e-03 -4.1350708e-03  4.7278460e-03
  4.0434033e-04 -1.2568783e-03 -2.2509643e-03 -2.7551837e-03
  3.4602068e-03  1.7963662e-03 -4.3832534e-04 -1.0292740e-03
 -3.1556587e-03 -8.0301240e-04 -4.7191661e-03  1.1174920e-03
 -6.7100994e-04  3.8259649e-03 -1.9925183e-03 -4.1742381e-03
 -2.4551733e-03 -7.7319256e-04 -4.3828650e-03  2.3212701e-03
  1.7014303e-03  3.6857063e-03  1.3821129e-03  6.9405936e-04
 -1.7731931e-04 -3.3832546e-03 -2.1110068e-03  2.8435446e-03]"
